,year,title,genre,avg_vote,movie_rating
8970,2008,Mexican Gangster,Action,4.2,okay
8971,2008,Anja & Viktor - I medgang og modgang,"Comedy, Romance",4.5,okay
8972,2009,The Break-Up Artist,"Comedy, Romance",4.9,okay
8973,2008,Chamku,"Action, Crime, Thriller",4.0,okay
8974,2008,Mumbai Meri Jaan,Drama,7.7,good
8975,2007,Jeul-geo-woon in-saeng,"Comedy, Drama",6.7,good
8976,2008,Hái-kak chhit-ho,"Comedy, Drama, Music",6.9,good
8977,2008,Mukha,Drama,6.4,good
8978,2008,Home Movie,"Drama, Horror, Thriller",5.6,okay
8979,2009,Donjû,"Comedy, Drama",6.5,good
8980,2008,Mar nero,Drama,6.8,good
8981,2009,De indiaan,"Adventure, Family",6.2,good
8982,2009,Gli amici del bar Margherita,"Comedy, Drama, Romance",6.0,good
8983,2008,Nestyda,Comedy,5.7,okay
8984,2008,Phoonk,"Drama, Horror, Mystery",3.8,okay
8985,2009,This Is Love,Drama,6.8,good
8986,2008,"To nie tak jak myslisz, kotku",Comedy,5.2,okay
8987,2009,1 Day,Drama,4.4,okay
8988,2009,21 and a Wake-Up,"Drama, War",5.3,okay
8989,2008,Gnaw,Horror,3.3,okay
8990,2008,Tricks of a Woman,Romance,3.8,okay
8991,2009,Night of the Demons,"Action, Comedy, Horror",4.7,okay
8992,2008,Tounan kadobeya nikai no onna,Drama,2.5,bad
8993,2009,Drool,Comedy,5.7,okay
8994,2010,The Last Rites of Ransom Pride,"Drama, Thriller, Western",4.3,okay
8995,2010,The Prankster,Comedy,5.0,okay
8996,2010,Rogues Gallery,"Action, Comedy",4.9,okay
8997,2008,Melancholia,Drama,7.4,good
8998,2009,La soga,"Crime, Drama",6.3,good
8999,2008,Sennosc,Drama,7.1,good
9000,2009,Angel of Death,"Action, Crime, Thriller",5.0,okay
9001,2009,Lucky Country,"Drama, History, Thriller",5.4,okay
9002,2008,Ryan and Sean's Not So Excellent Adventure,Comedy,4.8,okay
9003,2010,Transfer,"Drama, Sci-Fi",6.8,good
9004,2008,Story of Jen,"Drama, Mystery",6.2,good
9005,2010,Sympathy for Delicious,Drama,5.8,okay
9006,2009,To Save a Life,Drama,6.9,good
9007,2010,Hunter Prey,"Sci-Fi, Thriller",5.8,okay
9008,2010,The Killing Jar,"Crime, Mystery, Thriller",5.8,okay
9009,2008,A Erva do Rato,Drama,6.2,good
9010,2008,Il primo giorno d'inverno,Drama,5.9,okay
9011,2008,Il sangue dei vinti,"Drama, History",6.2,good
9012,2008,Un lac,Drama,6.5,good
9013,2010,Don't Be Afraid of the Dark,"Fantasy, Horror, Thriller",5.6,okay
9014,2010,Henri 4,"Biography, Drama, War",5.9,okay
9015,2009,Higanjima,Horror,5.3,okay
9016,2008,Kolme viisasta miestä,Drama,6.6,good
9017,2008,Nieruchomy poruszyciel,Thriller,3.9,okay
9018,2008,Het zusje van Katia,Drama,6.2,good
9019,2010,Hatchet II,"Action, Comedy, Horror",5.5,okay
9020,2010,Noruwei no mori,"Drama, Romance",6.4,good
9021,2009,The Waiting City,"Drama, Romance",6.1,good
9022,2009,Besa,"Drama, Romance",7.1,good
9023,2009,Fortapàsc,"Biography, Crime, Drama",7.2,good
9024,2009,Fri os fra det onde,Thriller,6.5,good
9025,2009,Fuga de cerebros,"Comedy, Romance",4.8,okay
9026,2009,Generazione mille euro,Comedy,6.3,good
9027,2010,Kandagar,"Action, Drama, War",6.7,good
9028,2008,Boushkash,"Comedy, Drama",4.5,okay
9029,2009,My Queen Karo,"Drama, Romance",6.5,good
9030,2010,Belka i Strelka. Zvyozdnye sobaki,"Animation, Adventure, Come",5.1,okay
9031,2008,Signals,Sci-Fi,4.6,okay
9032,2009,"Cekaj me, ja sigurno necu doci","Drama, Romance",7.1,good
9033,2009,Il compleanno,"Drama, Mystery, Romance",6.6,good
9034,2008,Kuselan,"Comedy, Drama, Family",4.6,okay
9035,2009,The Outside,Drama,5.6,okay
9036,2010,Srpski film,"Horror, Mystery, Thriller",5.1,okay
9037,2010,Standing Firm,Drama,5.9,okay
9038,2010,Brotherhood,"Crime, Drama, Thriller",6.4,good
9039,2008,Elevator,"Comedy, Drama",6.5,good
9040,2010,The Spy Next Door,"Action, Comedy, Family",5.4,okay
9041,2010,The Last Seven,"Drama, Horror, Sci-Fi",3.8,okay
9042,2010,Olsen-banden på de bonede gulve,"Animation, Comedy, Crime",4.6,okay
9043,2007,Sa-rang,"Action, Drama",6.7,good
9044,2009,Jeon Woochi,"Action, Adventure, Comedy",6.6,good
9045,2009,Kaminey,"Action, Crime, Drama",7.4,good
9046,2010,Listen to Your Heart,"Drama, Music, Romance",7.1,good
9047,2010,Matrimoni e altri disastri,Comedy,5.3,okay
9048,2010,The Tempest,"Comedy, Drama, Fantasy",5.3,okay
9049,2007,Lesser of Three Evils,"Action, Crime, Drama",3.6,okay
9050,2009,The Mother of Invention,Comedy,6.3,good
9051,2010,Aita,Drama,5.8,okay
9052,2010,Breast Picture,"Comedy, Romance",5.7,okay
9053,2010,La mosquitera,"Comedy, Drama, Romance",6.1,good
9054,2008,Bittersweet,Drama,4.4,okay
9055,2008,Rysa,Drama,6.4,good
9056,2008,Babine,"Adventure, Drama, Fantasy",6.6,good
9057,2008,De l'autre côté du lit,Comedy,5.6,okay
9058,2009,Medeni mesec,Drama,6.4,good
9059,2009,Questo piccolo grande amore,"Comedy, Romance",4.4,okay
9060,2008,Il seme della discordia,Comedy,5.5,okay
9061,2008,Nim-eun-meon-go-sae,"Music, Romance, War",6.5,good
9062,2009,Under the Mountain,"Adventure, Drama, Fantasy",4.9,okay
9063,2009,Love Aaj Kal,"Comedy, Drama, Romance",6.8,good
9064,2009,Jal al-ji-do mot-ha-myeon-seo,Drama,7.0,good
9065,2009,Sumasshedshaya pomoshch,Comedy,6.7,good
9066,2008,Reel Zombies,"Action, Comedy, Horror",3.6,okay
9067,2009,Saint John of Las Vegas,"Comedy, Drama",5.7,okay
9068,2009,Charlie & Boots,"Adventure, Comedy, Drama",6.4,good
9069,2008,Nak prok,"Drama, Thriller",6.7,good
9070,2009,Sculpture,Horror,3.1,okay
9071,2010,Summer Eleven,"Drama, Family",6.2,good
9072,2008,Pranzo di ferragosto,"Comedy, Drama",7.0,good
9073,2008,The Stoning of Soraya M.,Drama,8.0,good
9074,2008,Nat-sool,"Comedy, Drama",6.7,good
9075,2008,Amor letra por letra,"Comedy, Drama, Romance",5.3,okay
9076,2008,El frasco,"Comedy, Drama",6.4,good
9077,2008,Gekijô ban Kara no kyôkai: Dai go shô - Mujun rasen,"Animation, Action, Crime",7.9,good
9078,2008,No moriré sola,"Horror, Thriller",4.9,okay
9079,2008,Osmanli Cumhuriyeti,"Comedy, Drama",5.1,okay
9080,2009,Snarveien,"Horror, Thriller",5.2,okay
9081,2009,Usta,Drama,7.1,good
9082,2009,Kenny Begins,"Action, Comedy, Sci-Fi",5.8,okay
9083,2008,La seconda volta non si scorda mai,"Comedy, Romance",5.5,okay
9084,2008,Colin,"Action, Drama, Horror",4.8,okay
9085,2007,Dakota,"Comedy, Drama",5.4,okay
9086,2009,Divã,"Comedy, Drama, Romance",6.4,good
9087,2009,Død snø,"Comedy, Horror",6.3,good
9088,2010,Jack Goes Boating,"Drama, Romance",6.4,good
9089,2009,Sikandar,"Crime, Drama, Mystery",6.4,good
9090,2010,Sound of Noise,"Comedy, Crime, Music",7.2,good
9091,2010,Ramaa: The Saviour,"Action, Adventure, Drama",3.4,okay
9092,2009,Warriors of the Apocalypse,"Action, Sci-Fi, Thriller",2.7,bad
9093,2010,Date Night,"Comedy, Crime, Romance",6.3,good
9094,2008,Hansamu sûtsu,"Comedy, Drama, Romance",6.5,good
9095,2008,Nurse.Fighter.Boy,Drama,6.3,good
9096,2009,Rivers Wash Over Me,"Drama, Romance",5.9,okay
9097,2008,Zakrytye prostranstva,"Comedy, Drama",6.6,good
9098,2008,Ce qu'il faut pour vivre,Drama,7.4,good
9099,2008,El cielo rojo,"Comedy, Drama",5.0,okay
9100,2008,Un novio para mi mujer,"Comedy, Romance",6.7,good
9101,2008,Un autre homme,Drama,6.5,good
9102,2008,A Wednesday,"Crime, Drama, Mystery",8.1,good
9103,2008,Khamsa,Drama,6.7,good
9104,2008,Última Parada 174,"Crime, Drama, Thriller",7.1,good
9105,2009,Don McKay,"Drama, Mystery, Thriller",5.8,okay
9106,2008,Pedro,Drama,6.8,good
9107,2008,Weltstadt,Drama,6.2,good
9108,2008,Eid milad Laila,Drama,6.8,good
9109,2008,SEAL Team VI,"Action, Drama",2.3,bad
9110,2009,Blessed,Drama,6.7,good
9111,2009,Breaking Nikki,"Horror, Thriller",3.8,okay
9112,2008,Dead Fury,"Animation, Action, Comedy",4.2,okay
9113,2010,Anton Chekhov's The Duel,Drama,6.8,good
9114,2009,Shoot the Duke,"Action, Comedy, Thriller",3.7,okay
9115,2008,Beck '08: Unelectable,Comedy,3.7,okay
9116,2010,Brim,Drama,6.3,good
9117,2008,Devrim Arabalari,Drama,8.0,good
9118,2010,Easy A,"Comedy, Drama, Romance",7.1,good
9119,2010,L'enfance du mal,"Drama, Thriller",6.1,good
9120,2010,O Estranho Caso de Angélica,"Drama, Fantasy",6.2,good
9121,2009,L'homme de chevet,"Drama, Romance",6.8,good
9122,2009,Une affaire d'état,Thriller,6.3,good
9123,2009,Un buen hombre,"Crime, Drama",6.3,good
9124,2008,Aasef ala el-iz'ag,"Comedy, Drama, Mystery",8.0,good
9125,2008,Kabten hima,"Comedy, Musical",4.3,okay
9126,2008,Minnaminnikkoottam,"Romance, Thriller",3.9,okay
9127,2008,Mirazh,"Action, Adventure, Thrille",3.7,okay
9128,2008,Boisko bezdomnych,"Comedy, Drama",6.9,good
9129,2009,The Brotherhood V: Alumni,"Horror, Thriller",2.6,bad
9130,2010,A Numbers Game,Comedy,3.7,okay
9131,2010,Supreme Champion,Action,2.9,bad
9132,2010,Burning Palms,"Comedy, Thriller",5.3,okay
9133,2008,Canaan,Drama,6.5,good
9134,2008,Dioses,Drama,5.9,okay
9135,2009,Herpes Boy,Comedy,4.7,okay
9136,2008,High School Musical: El Desafío,"Family, Musical, Romance",3.7,okay
9137,2008,Vegas: Based on a True Story,Drama,6.7,good
9138,2009,Earthwork,Drama,7.4,good
9139,2008,Make-Out with Violence,"Comedy, Fantasy, Horror",4.6,okay
9140,2008,Only,Drama,7.0,good
9141,2008,Venkovský ucitel,"Drama, Romance",6.9,good
9142,2008,Akai ito,Drama,6.3,good
9143,2008,Bumazhnyy soldat,"Drama, Romance",6.5,good
9144,2008,Shirin,Drama,6.7,good
9145,2008,Süt,Drama,6.7,good
9146,2008,Teza,Drama,7.1,good
9147,2009,Twists of Fate,"Action, Crime",4.3,okay
9148,2008,El cuerno de la abundancia,Comedy,6.9,good
9149,2007,Raju Bhai,Drama,5.8,okay
9150,2009,Summer's Blood,"Horror, Thriller",4.4,okay
9151,2010,The Social Network,"Biography, Drama",7.7,good
9152,2008,Lost Song,Drama,6.2,good
9153,2008,Pandora'nin kutusu,Drama,7.2,good
9154,2008,Pandurangadu,"Drama, Fantasy",5.2,okay
9155,2008,La ventana,Drama,6.7,good
9156,2008,Die zweite Frau,Drama,7.1,good
9157,2009,Dark Nature,"Horror, Thriller",3.0,okay
9158,2009,Deadfall Trail,"Horror, Thriller",4.1,okay
9159,2010,Ghosts Don't Exist,Horror,3.3,okay
9160,2009,Victor,Comedy,5.0,okay
9161,2010,Dans ton sommeil,"Horror, Thriller",5.7,okay
9162,2009,Due partite,Drama,6.4,good
9163,2010,Lahore,"Action, Drama, Sport",6.4,good
9164,2009,Mademoiselle Chambon,"Drama, Romance",6.9,good
9165,2009,Second Life,Drama,4.2,okay
9166,2010,Der grosse Kater,Drama,5.9,okay
9167,2009,The Joneses,Drama,6.5,good
9168,2008,Natale a Rio,Comedy,4.2,okay
9169,2009,Superbror,"Adventure, Drama, Fantasy",5.7,okay
9170,2008,A.R.O.G,"Comedy, Fantasy, Sci-Fi",7.3,good
9171,2009,Cristiano de la secreta,Comedy,6.5,good
9172,2008,Destere,"Comedy, Crime",2.6,bad
9173,2010,The Eagle Path,"Action, Crime, Drama",7.4,good
9174,2009,Ghost Machine,"Action, Sci-Fi, Thriller",4.8,okay
9175,2009,I taket lyser stjärnorna,Drama,6.1,good
9176,2009,1981,"Comedy, Drama, Family",7.2,good
9177,2008,Muro: Nalet Olsun Içimdeki Insan Sevgisine,Comedy,3.9,okay
9178,2008,Pazar - Bir Ticaret Masali,Drama,7.0,good
9179,2008,Sell Out!,Musical,7.2,good
9180,2008,Jiu jiang feng,Drama,7.2,good
9181,2008,Manna,"Comedy, Drama",5.8,okay
9182,2008,Thomas,Drama,7.0,good
9183,2010,Gutter King,"Action, Drama, Thriller",4.0,okay
9184,2009,Danny Greene: The Rise and Fall of the Irishman,"Biography, Crime, History",7.0,good
9185,2010,Weakness,"Comedy, Drama",5.3,okay
9186,2009,Necromentia,Horror,4.5,okay
9187,2009,Dossier K.,"Action, Crime, Drama",6.7,good
9188,2008,La journée de la jupe,Drama,6.9,good
9189,2008,Kanchivaram,Drama,8.1,good
9190,2010,Cats & Dogs: The Revenge of Kitty Galore,"Action, Comedy, Family",4.3,okay
9191,2008,Jing mou moon,"Action, Comedy",3.9,okay
9192,2008,Mukhbiir,"Crime, Drama, Mystery",6.9,good
9193,2009,Yeo-haeng-ja,Drama,7.5,good
9194,2009,The Echo Game,"Drama, Fantasy, Horror",4.3,okay
9195,2010,Shi,Drama,7.8,good
9196,2010,Die Fremde,Drama,7.5,good
9197,2008,Squeal,Horror,3.5,okay
9198,2009,Universal Soldier: Regeneration,"Action, Adventure, Sci-Fi",5.2,okay
9199,2010,You Are Here,"Drama, Fantasy, Sci-Fi",6.1,good
9200,2008,Bonne année,Drama,3.0,okay
9201,2008,Gekijô ban Tengen toppa guren ragan: Guren hen,"Animation, Action, Comedy",7.7,good
9202,2008,Pokrajina St.2,"Crime, Thriller",6.4,good
9203,2008,U me dobrý,Comedy,6.4,good
9204,2009,Hangtime - Kein leichtes Spiel,Drama,6.2,good
9205,2009,Scout Camp,"Comedy, Family",3.9,okay
9206,2009,Stagger,"Action, Crime, Horror",2.7,bad
9207,2009,Shank,Drama,6.3,good
9208,2008,Helen,Drama,5.7,okay
9209,2008,South of the Moon,Drama,6.4,good
9210,2009,Agallas,Drama,5.4,okay
9211,2009,Bullying,Drama,6.0,good
9212,2008,Il cosmo sul comò,Comedy,4.7,okay
9213,2008,Dasvidaniya,"Comedy, Drama",7.8,good
9214,2009,Djavolja varos,"Comedy, Drama",5.6,okay
9215,2008,Entre Lençóis,Romance,5.2,okay
9216,2009,Pintu Terlarang,"Horror, Mystery, Thriller",6.8,good
9217,2009,El corredor nocturno,Thriller,5.6,okay
9218,2008,Derrière moi,Drama,5.8,okay
9219,2008,En tu ausencia,Drama,6.9,good
9220,2010,Everyday Black Man,"Action, Drama",5.3,okay
9221,2009,Harry Brown,"Action, Crime, Drama",7.2,good
9222,2008,King of the Camp,"Comedy, Family, Musical",2.9,bad
9223,2009,Unarmed But Dangerous,"Action, Comedy, Crime",2.9,bad
9224,2010,N-Secure,"Crime, Drama, Thriller",3.4,okay
9225,2008,One Day Removals,Comedy,6.8,good
9226,2009,SM-rechter,"Biography, Drama",6.7,good
9227,2009,The Steam Experiment,"Mystery, Thriller",3.9,okay
9228,2008,Volverte a ver,Comedy,4.7,okay
9229,2009,"Yo, también",Drama,7.2,good
9230,2008,Jiong nan hai,Drama,7.0,good
9231,2008,Korkein oikeus,Drama,4.6,okay
9232,2010,"Lebanon, Pa.",Drama,6.3,good
9233,2008,Ninjas vs. Zombies,"Action, Comedy, Fantasy",2.8,bad
9234,2010,Meant to Be,"Comedy, Romance",5.0,okay
9235,2008,Bezerra de Menezes: O Diário de um Espírito,"Biography, Drama, Family",5.3,okay
9236,2009,Double Identity,"Action, Crime, Thriller",4.5,okay
9237,2008,Purgatorio,Drama,5.6,okay
9238,2009,Human Zoo,Drama,6.1,good
9239,2009,Dragon Hunter,"Action, Adventure, Fantasy",3.5,okay
9240,2008,Mala Moskwa,"Drama, Romance",6.7,good
9241,2010,Yi ye Taibei,"Comedy, Crime, Drama",6.5,good
9242,2007,Mina-ye shahr-e khamoosh,Drama,6.8,good
9243,2008,Davat,"Comedy, Drama",5.3,okay
9244,2008,Diary of a Tired Black Man,"Comedy, Drama",5.1,okay
9245,2010,Raajneeti,"Drama, Thriller",7.1,good
9246,2009,Kochaj i tancz,Romance,4.7,okay
9247,2009,Demain dès l'aube,Drama,6.6,good
9248,2010,Meet Monica Velour,"Comedy, Drama, Romance",5.8,okay
9249,2009,Vampire in Vegas,Horror,2.4,bad
9250,2008,Drzazgi,"Comedy, Drama",6.3,good
9251,2010,Snabba cash,"Action, Crime, Drama",6.7,good
9252,2008,See prang,"Drama, Horror, Mystery",6.7,good
9253,2010,Allah Ke Banday,"Action, Crime, Drama",6.2,good
9254,2009,Artois the Goat,Comedy,6.1,good
9255,2009,Complices,"Crime, Romance",6.7,good
9256,2009,Holy Water,"Comedy, Crime",5.9,okay
9257,2009,The River Within,"Drama, Family",5.4,okay
9258,2007,Ghaedeye bazi,Comedy,4.2,okay
9259,2008,Oye Lucky! Lucky Oye!,"Comedy, Crime, Drama",7.7,good
9260,2009,Mia's Father,Drama,4.9,okay
9261,2008,Buta ga ita kyôshitsu,"Comedy, Drama",6.9,good
9262,2009,Kniga masterov,"Adventure, Family, Fantasy",4.3,okay
9263,2009,Äntligen midsommar!,Comedy,4.2,okay
9264,2009,The Winning Season,"Comedy, Sport",6.6,good
9265,2010,As Good as Dead,"Crime, Thriller",5.2,okay
9266,2010,Dancing Ninja,"Action, Comedy, Crime",4.4,okay
9267,2009,Bigfoot,"Adventure, Family",4.3,okay
9268,2008,Exile,"Action, Romance, Sci-Fi",3.6,okay
9269,2009,The Exploding Girl,Drama,6.3,good
9270,2010,Upside,Drama,5.7,okay
9271,2009,Någon Annanstans,"Drama, Romance",7.9,good
9272,2007,Seema Sastry,"Action, Comedy",6.3,good
9273,2010,Shit Year,Drama,5.6,okay
9274,2009,Solitary Man,"Comedy, Drama, Romance",6.3,good
9275,2010,The Last Song,"Drama, Music, Romance",5.9,okay
9276,2009,Barfuß bis zum Hals,Comedy,6.0,good
9277,2008,Kärlek 3000,Romance,2.9,bad
9278,2010,Last Night,"Drama, Romance",6.6,good
9279,2009,Parkour,"Drama, Sport",5.8,okay
9280,2009,Gangs,Drama,3.9,okay
9281,2010,Iep!,"Drama, Family, Fantasy",6.2,good
9282,2008,O Ilias tou 16ou,Comedy,5.7,okay
9283,2009,Karla og Katrine,Family,5.6,okay
9284,2009,A Esperança Está Onde Menos Se Espera,Drama,5.9,okay
9285,2008,Parunthu,"Action, Family, Thriller",2.8,bad
9286,2009,The Trotsky,"Comedy, Drama",6.8,good
9287,2010,La vida empieza hoy,Comedy,6.0,good
9288,2008,Calimucho,Drama,6.9,good
9289,2009,Tris di donne & abiti nuziali,Comedy,6.0,good
9290,2009,Jernanger,Drama,6.8,good
9291,2009,Johan Falk: GSI - Gruppen för särskilda insatser,"Action, Crime, Thriller",6.9,good
9292,2009,"Pour toujours, les Canadiens!","Drama, History, Sport",5.7,okay
9293,2008,Duo biao,Action,5.2,okay
9294,2010,Sennentuntschi,"Horror, Mystery",6.5,good
9295,2009,Appelsinpiken,"Drama, Romance",5.9,okay
9296,2008,Ein Augenblick Freiheit,Drama,7.3,good
9297,2008,Nenu Meeku Telusa...?,Thriller,6.9,good
9298,2009,The Keeper,"Action, Crime, Thriller",5.1,okay
9299,2010,Waiting for Forever,"Comedy, Drama, Romance",6.0,good
9300,2009,Wake Wood,"Drama, Horror, Thriller",5.5,okay
9301,2009,Salvage,Horror,5.0,okay
9302,2008,Dinle neyden,"Drama, Romance",5.1,okay
9303,2008,Günesin Oglu,"Comedy, Fantasy",7.1,good
9304,2008,Son cellat,Drama,5.1,okay
9305,2007,Tupoy zhirnyy zayats,"Comedy, Drama",4.6,okay
9306,2008,Psycho Sleepover,"Action, Comedy, Horror",4.1,okay
9307,2008,The Last Thakur,"Action, Drama",6.3,good
9308,2010,Devolved,Comedy,2.9,bad
9309,2009,Everything Strange and New,Drama,5.8,okay
9310,2010,Nonames,Drama,4.6,okay
9311,2008,Resurrection County,"Horror, Thriller",4.6,okay
9312,2009,Berlin '36,Drama,6.3,good
9313,2009,Dorfpunks,"Biography, Comedy, Drama",5.8,okay
9314,2007,Padashe sokoot,"Drama, War",5.9,okay
9315,2010,The Presence,"Drama, Horror, Thriller",4.4,okay
9316,2009,So glücklich war ich noch nie,Drama,7.1,good
9317,2008,Sounds,"Comedy, Sci-Fi",1.9,bad
9318,2009,Unter Bauern,"Drama, History",6.4,good
9319,2009,Was du nicht siehst,"Drama, Romance, Thriller",5.8,okay
9320,2009,Waffenstillstand,Drama,6.4,good
9321,2010,Closed for the Season,"Horror, Thriller",3.0,okay
9322,2009,Gukga daepyo,"Drama, Sport",6.9,good
9323,2009,Passengers,Drama,4.4,okay
9324,2009,Road of No Return,"Action, Drama",4.3,okay
9325,2008,Geisha vs ninja,"Action, Drama",4.9,okay
9326,2009,Adieu Gary,Drama,5.9,okay
9327,2010,La blonde aux seins nus,"Adventure, Drama, Romance",6.0,good
9328,2009,Oldboys,"Comedy, Drama",6.5,good
9329,2008,Li Mi de caixiang,"Crime, Drama, Romance",6.9,good
9330,2009,Velsignelsen,Drama,5.5,okay
9331,2009,Alabama Moon,"Drama, Family",6.5,good
9332,2010,Growth,"Horror, Sci-Fi",4.6,okay
9333,2009,Lang zai ji,"Action, Drama, History",3.8,okay
9334,2009,The Boondock Saints II: All Saints Day,"Action, Crime, Thriller",6.3,good
9335,2008,Passion,Drama,4.4,okay
9336,2008,Laskar Pelangi,Drama,7.8,good
9337,2009,Born of Hope,"Action, Adventure, Fantasy",6.2,good
9338,2008,1920,"Horror, Mystery, Romance",6.4,good
9339,2008,En enkelt til Korsør,"Comedy, Romance",5.9,okay
9340,2010,Every Day,"Comedy, Drama, Romance",5.7,okay
9341,2010,Harvest,Drama,5.3,okay
9342,2010,Yogi Bear,"Animation, Adventure, Come",4.6,okay
9343,2009,66/67,"Crime, Drama, Sport",5.8,okay
9344,2009,Cyprien,Comedy,3.7,okay
9345,2009,Le fil,"Drama, Romance",6.7,good
9346,2009,Kikkerdril,"Adventure, Drama, Family",6.6,good
9347,2008,Deti noci,Drama,6.0,good
9348,2009,Persécution,"Drama, Romance",5.4,okay
9349,2008,Be hamin sadegi,Drama,7.1,good
9350,2008,Ein Shams,Drama,6.8,good
9351,2010,In the Drink,"Comedy, Drama, Fantasy",7.3,good
9352,2009,One Man's Treasure,Adventure,3.7,okay
9353,2010,Phasma Ex Machina,Sci-Fi,5.8,okay
9354,2010,Standing Ovation,Musical,3.2,okay
9355,2008,"Traktor, ljubezen in Rock'n'Roll","Comedy, Drama, Romance",6.8,good
9356,2009,Defendor,"Comedy, Crime, Drama",6.8,good
9357,2009,Fei chang wan mei,"Comedy, Romance",5.9,okay
9358,2008,Chan mat,"Drama, Romance",6.0,good
9359,2009,Someone's Knocking at the Door,"Fantasy, Horror",4.1,okay
9360,2008,Avanak Kuzenler,Comedy,2.4,bad
9361,2010,The Bill Collector,"Comedy, Crime, Drama",3.2,okay
9362,2008,Podarok Stalinu,Drama,7.1,good
9363,2010,Last Letters from Monte Rosa,"Action, Drama",5.7,okay
9364,2010,Pelican Blood,Drama,6.4,good
9365,2009,Drive-In Horrorshow,Horror,4.3,okay
9366,2008,Modeon boi,Drama,6.1,good
9367,2008,El Regalo,Comedy,6.6,good
9368,2009,Te creís la más linda,Comedy,6.4,good
9369,2009,2 Dudes and a Dream,Comedy,3.3,okay
9370,2010,Our Family Wedding,"Comedy, Romance",5.0,okay
9371,2009,The Scar Crow,"Drama, Horror",3.6,okay
9372,2008,Genius Party Beyond,Animation,7.1,good
9373,2009,Make the Yuletide Gay,"Comedy, Romance",6.5,good
9374,2008,Noon-e-neun noon i-e-neun i,"Action, Crime",6.0,good
9375,2008,Shiawase no kaori,Drama,6.9,good
9376,2008,Thicker Than Water: The Vampire Diaries Part 1,"Fantasy, Horror",6.3,good
9377,2009,Zarte Parasiten,"Drama, Romance",6.2,good
9378,2009,Les doigts croches,"Adventure, Comedy, Crime",6.8,good
9379,2010,Enthiran,"Action, Sci-Fi",7.1,good
9380,2010,Ostavljeni,"Crime, Drama",6.3,good
9381,2009,Himlen falder,Drama,5.4,okay
9382,2008,King,"Action, Comedy, Crime",6.5,good
9383,2009,El secreto de sus ojos,"Drama, Mystery, Romance",8.2,good
9384,2008,The Hide,Thriller,7.0,good
9385,2008,A Moment in June,Drama,6.6,good
9386,2009,3 sezóny v pekle,"Drama, Romance",6.4,good
9387,2009,Ga yau hei si 2009,Comedy,4.8,okay
9388,2009,Sommaren med Göran,Comedy,5.3,okay
9389,2008,Annan Thambi,"Action, Comedy, Family",5.6,okay
9390,2008,Thirakkatha,"Drama, Romance",7.5,good
9391,2009,Ingrid,Drama,4.0,okay
9392,2008,Qian bu gou yong 2,"Comedy, Drama",6.0,good
9393,2009,Los condenados,"Drama, Thriller",5.9,okay
9394,2008,Demon Kiss,Horror,3.1,okay
9395,2009,Lalapipo,Comedy,5.8,okay
9396,2009,Redemption: A Mile from Hell,"Action, Crime, Drama",3.5,okay
9397,2008,Ji ri qi cheng,Drama,6.6,good
9398,2008,Sheva Dakot Be'gan Eden,Drama,6.9,good
9399,2010,Shocking Blue,Drama,6.1,good
9400,2008,Program na winyan akat,"Horror, Thriller",6.1,good
9401,2009,Fire!,Action,3.7,okay
9402,2009,Love at First Hiccup,Comedy,5.7,okay
9403,2008,Vi hade i alla fall tur med vädret igen!,Comedy,3.9,okay
9404,2010,All About Evil,"Comedy, Horror",6.1,good
9405,2010,The Big Bang,"Action, Mystery, Thriller",5.4,okay
9406,2008,Histeria,Horror,5.7,okay
9407,2010,Machete Joe,Horror,2.7,bad
9408,2009,Never Surrender,"Action, Drama, Thriller",2.6,bad
9409,2008,Saroja,"Adventure, Comedy, Crime",7.1,good
9410,2009,Alexander the Last,"Drama, Romance",5.1,okay
9411,2009,Duress,"Crime, Thriller",5.6,okay
9412,2009,Hua Mulan,"Adventure, Drama, Romance",6.8,good
9413,2009,Nowhere to Hide,"Action, Horror, Mystery",5.0,okay
9414,2010,The Taqwacores,"Drama, Music",6.0,good
9415,2008,Walang kawala,Drama,5.0,okay
9416,2008,Kozí príbeh,"Animation, Comedy, Family",3.6,okay
9417,2008,The Open Door,Horror,4.2,okay
9418,2009,The Scratch,Action,3.3,okay
9419,2009,Le missionnaire,Comedy,6.5,good
9420,2010,Dark Woods,Thriller,4.1,okay
9421,2009,Álom.net,"Comedy, Romance, Sport",1.9,bad
9422,2009,Miyamoto Musashi: Sôken ni haseru yume,"Animation, Action",5.8,okay
9423,2008,Afstiros katallilo,Comedy,6.4,good
9424,2009,Kaiji: Jinsei gyakuten gêmu,Drama,6.5,good
9425,2009,Nacidas para sufrir,Comedy,6.4,good
9426,2009,Eamon,"Comedy, Romance",6.0,good
9427,2010,Lamhaa: The Untold Story of Kashmir,"Action, Drama, Thriller",5.0,okay
9428,2008,Kurukshetra,War,5.6,okay
9429,2008,Maya Bazar,"Drama, Romance",2.2,bad
9430,2007,Fishy,Drama,5.1,okay
9431,2008,Deo ge-im,"Drama, Thriller",6.7,good
9432,2009,George's Intervention,"Comedy, Horror",5.2,okay
9433,2008,Mascarades,Comedy,6.7,good
9434,2008,Wu xia Liang Zhu,"Action, Romance",5.2,okay
9435,2008,Discreet,"Drama, Romance",5.8,okay
9436,2010,Made in Poland,Drama,6.0,good
9437,2009,The Brotherhood VI: Initiation,Horror,3.3,okay
